T_MeV,stable_sigma_GeV3,stable_free_energy,candidate_count,sigma_branch1_GeV3,free_energy_branch1,sigma_branch2_GeV3,free_energy_branch2,sigma_branch3_GeV3,free_energy_branch3,sigma_branch4_GeV3,free_energy_branch4,sigma_branch5_GeV3,free_energy_branch5,sigma_branch6_GeV3,free_energy_branch6,sigma_branch7_GeV3,free_energy_branch7,sigma_branch8_GeV3,free_energy_branch8,sigma_branch9_GeV3,free_energy_branch9
252.0,-9.432975117e-315,0.0,1.0,-9.432975117e-315,0.0,2.1638690447e-313,0.0,-3.20337952e-315,0.0,1.8143048415e-314,0.0,0.0,0.0,3.8396588067e-314,0.0,8.33354806e-314,0.0,1.37052849515e-313,0.0,4.5028090316e-314,0.0
253.0,-2.00600098885e-313,0.0,1.0,2.211451039e-314,0.0,6.027446402e-314,0.0,-3.24166652e-315,0.0,-4.5021036545e-314,0.0,0.0,0.0,-9.34950704e-314,0.0,-2.00600098885e-313,0.0,2.54113993563e-313,0.0,-1.0808420936e-313,0.0
254.0,-1.44078465583e-313,0.0,1.0,-5.0406900577e-314,0.0,-1.44078465583e-313,0.0,-3.280257384e-315,0.0,1.1134678195e-313,0.0,0.0,0.0,2.29281608474e-313,0.0,-1.04761319677e-313,0.0,-2.156560984e-314,0.0,2.6016879427e-313,0.0
255.0,-2.7010612372e-313,0.0,1.0,1.19109537394e-313,0.0,-2.5096110758e-313,0.0,-3.319153315e-315,0.0,-2.7010612372e-313,0.0,0.0,0.0,4.144584651e-314,0.0,2.52084210137e-313,0.0,4.967690014e-314,0.0,-2.846104356e-314,0.0
256.0,-2.87359472573e-313,0.0,1.0,-2.87359472573e-313,0.0,-5.72272745e-316,0.0,-3.35835551e-315,0.0,4.5047709544e-314,0.0,0.0,0.0,-9.8742375386e-314,0.0,-1.424731233e-315,0.0,-1.18114736523e-313,0.0,6.598569107e-314,0.0
257.0,-1.57445208086e-313,0.0,1.0,8.110007183e-314,0.0,4.617596932e-315,0.0,-3.39786517e-315,0.0,-1.05739648197e-313,0.0,0.0,0.0,2.3903875735e-313,0.0,4.17978308e-315,0.0,2.8571171972e-313,0.0,-1.57445208086e-313,0.0
258.0,-2.40149006015e-313,0.0,1.0,-1.95891363115e-313,0.0,4.67170885e-315,0.0,-3.4376835e-315,0.0,2.54029185223e-313,0.0,0.0,0.0,4.3249005e-314,0.0,4.22876442e-315,0.0,-7.061938793e-314,0.0,-2.40149006015e-313,0.0
259.0,-1.5629212996e-313,0.0,1.0,-1.5629212996e-313,0.0,4.72624187e-315,0.0,-3.4778117e-315,0.0,1.122222868e-314,0.0,0.0,0.0,-1.08176212113e-313,0.0,4.27812693e-315,0.0,1.70978883375e-313,0.0,-4.8647087595e-314,0.0
260.0,-2.5568159823e-313,0.0,1.0,-2.5568159823e-313,0.0,-1.055530941e-314,0.0,-3.51825097e-315,0.0,-2.8379206e-314,0.0,0.0,0.0,2.63372346453e-313,0.0,-8.91892721e-315,0.0,2.24137708655e-313,0.0,1.17197410816e-313,0.0
261.0,-2.82645556807e-313,0.0,1.0,-2.501191421e-314,0.0,2.693442984e-314,0.0,-3.559002507e-315,0.0,6.8535327035e-314,0.0,0.0,0.0,6.858302357e-315,0.0,2.2112419184e-314,0.0,9.715622192e-314,0.0,-2.82645556807e-313,0.0
262.0,-2.3451536314e-313,0.0,1.0,6.371319599e-314,0.0,-6.515632592e-314,0.0,-3.60006752e-315,0.0,-1.64071899114e-313,0.0,0.0,0.0,6.93743584e-315,0.0,-5.239798067e-314,0.0,-2.3451536314e-313,0.0,3.242053893e-314,0.0
263.0,-2.6043614802e-313,0.0,1.0,-1.541392014e-313,0.0,1.56295549897e-313,0.0,-3.6414472e-315,0.0,-2.6043614802e-313,0.0,0.0,0.0,-2.037657807e-314,0.0,1.2354308988e-313,0.0,-9.2335450197e-314,0.0,-7.583107627e-314,0.0
264.0,-2.97475721555e-313,0.0,1.0,-2.9300508237e-313,0.0,2.86371053844e-313,0.0,-3.68314276e-315,0.0,-3.7635936253e-314,0.0,0.0,0.0,4.883446244e-314,0.0,-2.97475721555e-313,0.0,2.24200743626e-313,0.0,1.82040194375e-313,0.0
265.0,-1.1563227432e-313,0.0,1.0,3.518370429e-314,0.0,-1.7661236585e-314,0.0,-3.72515539e-315,0.0,9.1021500126e-314,0.0,0.0,0.0,-1.1563227432e-313,0.0,4.52142919e-314,0.0,1.28765449406e-313,0.0,2.3123179722e-313,0.0
266.0,-3.1102026087e-313,0.0,1.0,-8.306950088e-314,0.0,3.8713579276e-314,0.0,-3.767486303e-315,0.0,-2.1914861226e-313,0.0,0.0,0.0,2.79195405504e-313,0.0,-1.0684946412e-313,0.0,-3.1102026087e-313,0.0,1.19927825854e-313,0.0
267.0,-2.9000920033e-313,0.0,1.0,2.0055265667e-313,0.0,-8.980601169e-314,0.0,-3.81013669e-315,0.0,-1.55578358385e-313,0.0,0.0,0.0,1.370537323e-314,0.0,2.57736274535e-313,0.0,6.380875232e-314,0.0,-2.9000920033e-313,0.0
268.0,-3.2185593503e-313,0.0,1.0,2.13418592264e-313,0.0,2.14361044737e-313,0.0,-3.85310775e-315,0.0,-3.2185593503e-313,0.0,0.0,0.0,1.385994366e-314,0.0,7.417128203e-314,0.0,-1.5365726948e-313,0.0,5.15500479e-315,0.0
269.0,-3.3070243153e-313,0.0,1.0,1.84480498936e-313,0.0,1.85193103236e-313,0.0,-3.896400693e-315,0.0,7.63539004e-314,0.0,0.0,0.0,-3.6593350854e-314,0.0,-1.792165597e-313,0.0,-3.3070243153e-313,0.0,-1.011068859e-314,0.0
270.0,-2.78562567426e-313,0.0,1.0,2.6488462134e-313,0.0,2.62265702464e-313,0.0,-3.94001672e-315,0.0,-1.8645857348e-313,0.0,0.0,0.0,8.7489828733e-314,0.0,-2.78562567426e-313,0.0,8.543388081e-314,0.0,2.182960189e-314,0.0
271.0,-2.6942402446e-313,0.0,1.0,7.6253081894e-314,0.0,8.3793721156e-314,0.0,-3.98395702e-315,0.0,-2.6942402446e-313,0.0,0.0,0.0,-2.090754939e-313,0.0,-4.777393566e-314,0.0,-2.03176402333e-313,0.0,-4.997084914e-314,0.0
272.0,-2.3709483668e-313,0.0,1.0,-1.81372030065e-313,0.0,-2.0101963965e-313,0.0,-4.028222807e-315,0.0,-7.42695367e-314,0.0,0.0,0.0,-2.2164620984e-313,0.0,1.1497193889e-313,0.0,-2.3709483668e-313,0.0,1.1846377731e-313,0.0
273.0,-2.98027864405e-313,0.0,1.0,-2.98027864405e-313,0.0,-2.4846838302e-313,0.0,-4.072815275e-315,0.0,1.8079948689e-313,0.0,0.0,0.0,-1.9775615171e-313,0.0,-2.76445059256e-313,0.0,-1.6421790329e-313,0.0,-2.86171053743e-313,0.0
274.0,-3.4598266964e-313,0.0,1.0,-2.362050223e-314,0.0,-1.41277844993e-313,0.0,-4.11773563e-315,0.0,3.08255748014e-313,0.0,0.0,0.0,-2.66312768313e-313,0.0,-7.2295363766e-314,0.0,-3.4598266964e-313,0.0,-5.282278557e-314,0.0
275.0,-1.0948077906e-313,0.0,1.0,6.0127649145e-314,0.0,3.40941128695e-313,0.0,-4.16298507e-315,0.0,2.88221934e-315,0.0,0.0,0.0,-1.0948077906e-313,0.0,1.71216618134e-313,0.0,8.636251015e-314,0.0,1.260927921e-313,0.0
276.0,-3.02181354894e-313,0.0,1.0,-1.4441699992e-313,0.0,-6.3403567235e-314,0.0,-4.208564796e-315,0.0,-4.55976508e-315,0.0,0.0,0.0,2.6467530795e-313,0.0,3.47969316953e-313,0.0,-2.11079231426e-313,0.0,-3.02181354894e-313,0.0
277.0,-2.580149001e-313,0.0,1.0,3.47673882717e-313,0.0,1.51573072427e-313,0.0,-4.25447601e-315,0.0,8.05332535e-315,0.0,0.0,0.0,1.2735183137e-313,0.0,-7.412454435e-314,0.0,-2.580149001e-313,0.0,-3.582500112e-314,0.0
278.0,-3.67496026974e-313,0.0,1.0,-6.210420849e-314,0.0,-3.67496026974e-313,0.0,-4.30071991e-315,0.0,-1.591256354e-314,0.0,0.0,0.0,-3.07561332954e-313,0.0,1.805164477e-313,0.0,-1.52598653416e-313,0.0,8.3334033275e-314,0.0
279.0,-1.994361857e-313,0.0,1.0,1.4746372399e-313,0.0,1.05279611505e-313,0.0,-4.347297704e-315,0.0,3.416762898e-314,0.0,0.0,0.0,-4.29677525e-314,0.0,3.50668203013e-313,0.0,3.67523794204e-313,0.0,-1.994361857e-313,0.0
280.0,-3.5632877234e-313,0.0,1.0,-3.5632877234e-313,0.0,-2.57421954146e-313,0.0,-4.394210585e-315,0.0,-8.4205214663e-314,0.0,0.0,0.0,1.02472655586e-313,0.0,-5.861314317e-314,0.0,-9.653342373e-314,0.0,-3.10947801473e-313,0.0
281.0,-2.4459761524e-313,0.0,1.0,5.91834072e-314,0.0,-1.78185811777e-313,0.0,-4.44145976e-315,0.0,2.0443272847e-313,0.0,0.0,0.0,-2.4459761524e-313,0.0,1.40121467037e-313,0.0,2.3278367768e-313,0.0,-4.6863529067e-314,0.0
281.99999999999994,-3.77688031224e-313,0.0,1.0,-1.4267046743e-313,0.0,-3.77688031224e-313,0.0,-4.489046427e-315,0.0,3.1591908602e-313,0.0,0.0,0.0,-2.19540516585e-313,0.0,-3.362612548e-313,0.0,2.4878746385e-313,0.0,1.1468120446e-313,0.0
282.99999999999994,-2.8664267223e-313,0.0,1.0,3.47800935047e-313,0.0,9.6207969807e-314,0.0,-4.53697179e-315,0.0,5.257573275e-314,0.0,0.0,0.0,-2.8664267223e-313,0.0,-3.49053352e-315,0.0,2.20900595154e-313,0.0,-2.78642034214e-313,0.0
283.99999999999994,-2.33011667263e-313,0.0,1.0,-1.5997504924e-314,0.0,-2.33011667263e-313,0.0,-4.58523704e-315,0.0,-1.2258960618e-313,0.0,0.0,0.0,-1.34793345816e-313,0.0,9.611957694e-315,0.0,2.91684456736e-313,0.0,-1.5176459138e-313,0.0
284.99999999999994,-2.7323943973e-313,0.0,1.0,-1.6167088377e-314,0.0,-2.7323943973e-313,0.0,-4.63384339e-315,0.0,2.933409908e-313,0.0,0.0,0.0,3.2679254639e-313,0.0,9.713850394e-315,0.0,1.3422344384e-313,0.0,3.64974728783e-313,0.0
285.99999999999994,-3.25533006596e-313,0.0,1.0,4.1597785694e-314,0.0,-1.82980892544e-313,0.0,-4.68279204e-315,0.0,1.35445100887e-313,0.0,0.0,0.0,5.545690093e-314,0.0,-2.2284861677e-314,0.0,-3.25533006596e-313,0.0,-3.4084627356e-314,0.0
286.99999999999994,-4.1438513264e-313,0.0,1.0,4.203565355e-314,0.0,-4.1438513264e-313,0.0,-4.732084186e-315,0.0,-3.27204166445e-313,0.0,0.0,0.0,-1.36926404203e-313,0.0,4.8894781823e-314,0.0,-6.4811953665e-314,0.0,7.799255334e-314,0.0
288.0,-1.84900312356e-313,0.0,1.0,-1.0548006755e-313,0.0,1.3934341613e-313,0.0,-4.78172103e-315,0.0,-7.4269657607e-314,0.0,0.0,0.0,3.3077709132e-313,0.0,-1.13348240744e-313,0.0,1.52593546803e-313,0.0,-1.84900312356e-313,0.0
289.0,-4.2753017187e-313,0.0,1.0,2.5478072262e-313,0.0,-3.39703326107e-313,0.0,-4.831703773e-315,0.0,-7.504598924e-314,0.0,0.0,0.0,7.136052756e-314,0.0,2.70453447986e-313,0.0,-3.6720215227e-313,0.0,-4.2753017187e-313,0.0
290.0,-1.69552065727e-313,0.0,1.0,2.66205956715e-313,0.0,-5.8064384116e-314,0.0,-4.88203362e-315,0.0,1.80010122613e-313,0.0,0.0,0.0,-1.69552065727e-313,0.0,2.2779573367e-313,0.0,2.87752293e-315,0.0,1.5296512934e-313,0.0
291.0,-4.33442593995e-313,0.0,1.0,2.44918285543e-313,0.0,1.40572726593e-313,0.0,-4.932711764e-315,0.0,-4.33442593995e-313,0.0,0.0,0.0,4.0954201359e-313,0.0,3.39162733533e-313,0.0,-8.199238936e-315,0.0,-3.7305812092e-313,0.0
292.0,-3.43541994503e-313,0.0,1.0,3.096826634e-313,0.0,-3.43541994503e-313,0.0,-4.983739418e-315,0.0,1.4627096252e-313,0.0,0.0,0.0,-8.9388142777e-314,0.0,7.7958211355e-314,0.0,-8.28405798e-315,0.0,5.44932052e-315,0.0
293.0,-3.531699177e-313,0.0,1.0,1.63060854026e-313,0.0,-7.53622035e-314,0.0,-5.03511777e-315,0.0,-3.531699177e-313,0.0,0.0,0.0,2.15461030094e-313,0.0,-1.85100556935e-313,0.0,-8.36945997e-315,0.0,5.505498643e-315,0.0
294.0,-3.950825141e-313,0.0,1.0,-3.950825141e-313,0.0,1.8122376459e-313,0.0,-5.086848028e-315,0.0,-6.6791589966e-314,0.0,0.0,0.0,3.9590219172e-313,0.0,4.4720192354e-313,0.0,1.868425324e-314,0.0,5.562061546e-315,0.0
295.0,-4.40674352165e-313,0.0,1.0,2.332155483e-314,0.0,-4.40674352165e-313,0.0,-5.138931395e-315,0.0,-6.747545762e-314,0.0,0.0,0.0,-3.127017821e-314,0.0,-1.53101545683e-313,0.0,-4.685881413e-314,0.0,-1.6773198734e-314,0.0
296.0,-5.794990167e-314,0.0,1.0,-5.794990167e-314,0.0,1.3127667986e-313,0.0,-5.191369067e-315,0.0,1.6124405199e-313,0.0,0.0,0.0,-3.1589259213e-314,0.0,3.71654079897e-313,0.0,-4.7336961627e-314,0.0,-1.694435251e-314,0.0
297.0,-3.863000147e-313,0.0,1.0,-5.853921821e-314,0.0,-3.15576067007e-313,0.0,-5.24416225e-315,0.0,-3.863000147e-313,0.0,0.0,0.0,7.486272469e-314,0.0,4.8192117487e-314,0.0,1.1427612143e-313,0.0,4.582515481e-314,0.0
298.0,-2.7371848746e-313,0.0,1.0,1.41357863396e-313,0.0,-1.9493519665e-313,0.0,-5.29731214e-315,0.0,-2.040634576e-314,0.0,0.0,0.0,-1.7646519932e-313,0.0,4.8680547415e-314,0.0,-2.7371848746e-313,0.0,4.6289595436e-314,0.0
299.0,-3.4020983561e-313,0.0,1.0,-3.4020983561e-313,0.0,4.7411425737e-313,0.0,-5.35081994e-315,0.0,4.40588288e-314,0.0,0.0,0.0,4.25033037114e-313,0.0,-1.20030993307e-313,0.0,-3.0348786326e-313,0.0,-1.11222839416e-313,0.0
300.0,-2.41763563307e-313,0.0,1.0,-1.57921686556e-313,0.0,-1.7439971214e-313,0.0,-5.404686856e-315,0.0,-1.0101221708e-313,0.0,0.0,0.0,-4.8987987727e-314,0.0,2.95514659237e-313,0.0,-2.41763563307e-313,0.0,2.658421144e-313,0.0
